proteinId	gotermId	goName	gotermType	goAcc
53796	11518	guanidinoacetate N-methyltransferase activity	molecular_function	GO:0030731
53811	8471	transferase activity	molecular_function	GO:0016740
53811	4804	metabolism	biological_process	GO:0008152
53811	10941	clathrin vesicle coat	cellular_component	GO:0030125
53811	3946	intracellular protein transport	biological_process	GO:0006886
53815	4804	metabolism	biological_process	GO:0008152
53815	1170	catalytic activity	molecular_function	GO:0003824
53815	5542	nicotinamidase activity	molecular_function	GO:0008936
53818	2653	ATP binding	molecular_function	GO:0005524
53818	8614	ATPase activity	molecular_function	GO:0016887
53818	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
53818	157	nucleotide binding	molecular_function	GO:0000166
53848	5191	protein transporter activity	molecular_function	GO:0008565
53848	3684	protein-nucleus import	biological_process	GO:0006606
53848	2757	nucleus	cellular_component	GO:0005634
53848	2746	intracellular	cellular_component	GO:0005622
53862	4231	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
53862	2947	heterotrimeric G-protein complex	cellular_component	GO:0005834
53862	2131	signal transducer activity	molecular_function	GO:0004871
53863	3800	aromatic compound metabolism	biological_process	GO:0006725
53863	1783	monooxygenase activity	molecular_function	GO:0004497
53863	8235	oxidoreductase activity	molecular_function	GO:0016491
53863	4804	metabolism	biological_process	GO:0008152
53863	3218	electron transport	biological_process	GO:0006118
53863	1788	kynurenine 3-monooxygenase activity	molecular_function	GO:0004502
53868	8235	oxidoreductase activity	molecular_function	GO:0016491
53868	3218	electron transport	biological_process	GO:0006118
53872	4804	metabolism	biological_process	GO:0008152
53872	1170	catalytic activity	molecular_function	GO:0003824
53872	1488	dihydroxy-acid dehydratase activity	molecular_function	GO:0004160
53877	4913	zinc ion binding	molecular_function	GO:0008270
53877	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
53877	2757	nucleus	cellular_component	GO:0005634
53877	1076	transcription factor activity	molecular_function	GO:0003700
53877	3444	transcription	biological_process	GO:0006350
53877	1056	DNA binding	molecular_function	GO:0003677
53900	7827	integral to membrane	cellular_component	GO:0016021
53900	3879	transport	biological_process	GO:0006810
53900	2450	transporter activity	molecular_function	GO:0005215
53902	4211	signal transduction	biological_process	GO:0007165
53902	2131	signal transducer activity	molecular_function	GO:0004871
53902	151	two-component signal transduction system (phosphorelay)	biological_process	GO:0000160
53902	147	two-component sensor molecule activity	molecular_function	GO:0000155
53902	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
53902	1056	DNA binding	molecular_function	GO:0003677
53902	148	two-component response regulator activity	molecular_function	GO:0000156
53902	2653	ATP binding	molecular_function	GO:0005524
53902	7826	membrane	cellular_component	GO:0016020
53902	8501	transferase activity, transferring phosphorus-containing groups	molecular_function	GO:0016772
53902	8097	phosphorylation	biological_process	GO:0016310
53902	8089	kinase activity	molecular_function	GO:0016301
53902	3551	protein amino acid phosphorylation	biological_process	GO:0006468
53903	7826	membrane	cellular_component	GO:0016020
53903	5260	carbohydrate transport	biological_process	GO:0008643
53903	2553	sugar porter activity	molecular_function	GO:0005351
53903	7827	integral to membrane	cellular_component	GO:0016021
53903	3879	transport	biological_process	GO:0006810
53903	2450	transporter activity	molecular_function	GO:0005215
53903	5345	L-arabinose isomerase activity	molecular_function	GO:0008733
53939	3378	DNA repair	biological_process	GO:0006281
53939	10782	sigma DNA polymerase activity	molecular_function	GO:0019984
53939	8197	theta DNA polymerase activity	molecular_function	GO:0016452
53939	8196	nu DNA polymerase activity	molecular_function	GO:0016451
53939	8195	kappa DNA polymerase activity	molecular_function	GO:0016450
53939	8194	lambda DNA polymerase activity	molecular_function	GO:0016449
53939	8193	mu DNA polymerase activity	molecular_function	GO:0016448
53939	7809	iota DNA polymerase activity	molecular_function	GO:0016000
53939	7808	eta DNA polymerase activity	molecular_function	GO:0015999
53939	1240	gamma DNA-directed DNA polymerase activity	molecular_function	GO:0003895
53939	1239	zeta DNA polymerase activity	molecular_function	GO:0003894
53939	1238	epsilon DNA polymerase activity	molecular_function	GO:0003893
53939	1236	delta DNA polymerase activity	molecular_function	GO:0003891
53939	1235	beta DNA polymerase activity	molecular_function	GO:0003890
53939	1234	alpha DNA polymerase activity	molecular_function	GO:0003889
53939	1233	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
53949	4720	chitin binding	molecular_function	GO:0008061
53949	8516	hydrolase activity	molecular_function	GO:0016787
53949	4804	metabolism	biological_process	GO:0008152
53949	8708	cell wall catabolism	biological_process	GO:0016998
53949	5452	endochitinase activity	molecular_function	GO:0008843
53949	1842	chitinase activity	molecular_function	GO:0004568
53956	4822	N-methyltransferase activity	molecular_function	GO:0008170
53956	3403	DNA methylation	biological_process	GO:0006306
53956	1056	DNA binding	molecular_function	GO:0003677
53956	4820	methyltransferase activity	molecular_function	GO:0008168
53956	3239	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	biological_process	GO:0006139
53956	2757	nucleus	cellular_component	GO:0005634
53961	3588	proteolysis and peptidolysis	biological_process	GO:0006508
53961	1522	pepsin A activity	molecular_function	GO:0004194
53961	1518	aspartic-type endopeptidase activity	molecular_function	GO:0004190
53964	14745	nutrient reservoir activity	molecular_function	GO:0045735
53972	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
53972	2653	ATP binding	molecular_function	GO:0005524
53972	1055	nucleic acid binding	molecular_function	GO:0003676
53972	1683	helicase activity	molecular_function	GO:0004386
53972	10007	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
53972	10006	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
53972	8545	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
53972	8207	pyrophosphatase activity	molecular_function	GO:0016462
53972	5437	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
53972	5406	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
53972	5368	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
53972	5336	DNA helicase IV activity	molecular_function	GO:0008722
53972	2049	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
53972	505	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
53986	8615	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	molecular_function	GO:0016888
53989	1743	ketohexokinase activity	molecular_function	GO:0004454
54005	7826	membrane	cellular_component	GO:0016020
54005	5260	carbohydrate transport	biological_process	GO:0008643
54005	2553	sugar porter activity	molecular_function	GO:0005351
54005	7827	integral to membrane	cellular_component	GO:0016021
54005	3879	transport	biological_process	GO:0006810
54005	2450	transporter activity	molecular_function	GO:0005215
54005	5345	L-arabinose isomerase activity	molecular_function	GO:0008733
54007	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
54007	1056	DNA binding	molecular_function	GO:0003677
54036	7827	integral to membrane	cellular_component	GO:0016021
54036	3879	transport	biological_process	GO:0006810
54036	2450	transporter activity	molecular_function	GO:0005215
54064	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
54064	2653	ATP binding	molecular_function	GO:0005524
54064	1683	helicase activity	molecular_function	GO:0004386
54064	1055	nucleic acid binding	molecular_function	GO:0003676
54064	10007	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
54064	10006	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
54064	8545	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
54064	8207	pyrophosphatase activity	molecular_function	GO:0016462
54064	5437	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
54064	5406	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
54064	5368	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
54064	5336	DNA helicase IV activity	molecular_function	GO:0008722
54064	2049	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
54064	505	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
54071	8537	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
54071	3876	nitrogen compound metabolism	biological_process	GO:0006807
54071	6024	NAD biosynthesis	biological_process	GO:0009435
54071	2653	ATP binding	molecular_function	GO:0005524
54071	1291	NAD+ synthase (glutamine-hydrolyzing) activity	molecular_function	GO:0003952
54086	8235	oxidoreductase activity	molecular_function	GO:0016491
54086	4804	metabolism	biological_process	GO:0008152
54086	1421	carbonyl reductase (NADPH) activity	molecular_function	GO:0004090
54128	4804	metabolism	biological_process	GO:0008152
54128	1170	catalytic activity	molecular_function	GO:0003824
54128	8582	racemase and epimerase activity, acting on amino acids and derivatives	molecular_function	GO:0016855
54129	4033	response to oxidative stress	biological_process	GO:0006979
54129	1872	peroxidase activity	molecular_function	GO:0004601
54144	8235	oxidoreductase activity	molecular_function	GO:0016491
54144	7826	membrane	cellular_component	GO:0016020
54144	3218	electron transport	biological_process	GO:0006118
54144	282	ferric-chelate reductase activity	molecular_function	GO:0000293
54160	8574	1-aminocyclopropane-1-carboxylate synthase activity	molecular_function	GO:0016847
54160	5660	biosynthesis	biological_process	GO:0009058
54160	8498	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
54166	3218	electron transport	biological_process	GO:0006118
54166	1783	monooxygenase activity	molecular_function	GO:0004497
54166	17878	unspecific monooxygenase activity	molecular_function	GO:0050381
54179	3503	protein biosynthesis	biological_process	GO:0006412
54179	2953	ribosome	cellular_component	GO:0005840
54179	2746	intracellular	cellular_component	GO:0005622
54179	1107	structural constituent of ribosome	molecular_function	GO:0003735
54179	1661	glutathione transferase activity	molecular_function	GO:0004364
54181	3848	porphyrin biosynthesis	biological_process	GO:0006779
54195	72	regulation of cell cycle	biological_process	GO:0000074
54208	1170	catalytic activity	molecular_function	GO:0003824
54219	8516	hydrolase activity	molecular_function	GO:0016787
54219	4804	metabolism	biological_process	GO:0008152
54219	1170	catalytic activity	molecular_function	GO:0003824
54223	8235	oxidoreductase activity	molecular_function	GO:0016491
54223	4804	metabolism	biological_process	GO:0008152
54223	17232	3-ketoglucose-reductase activity	molecular_function	GO:0048258
54223	9307	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
54223	9306	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
54223	9305	epoxide dehydrogenase activity	molecular_function	GO:0018451
54223	8354	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
54223	8021	steroid dehydrogenase activity	molecular_function	GO:0016229
54223	5482	gluconate dehydrogenase activity	molecular_function	GO:0008875
54223	1781	mevaldate reductase activity	molecular_function	GO:0004495
54223	1737	isocitrate dehydrogenase activity	molecular_function	GO:0004448
54223	243	3-keto sterol reductase activity	molecular_function	GO:0000253
54223	242	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
54227	8235	oxidoreductase activity	molecular_function	GO:0016491
54227	4804	metabolism	biological_process	GO:0008152
54227	17232	3-ketoglucose-reductase activity	molecular_function	GO:0048258
54227	9307	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
54227	9306	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
54227	9305	epoxide dehydrogenase activity	molecular_function	GO:0018451
54227	8354	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
54227	8021	steroid dehydrogenase activity	molecular_function	GO:0016229
54227	5482	gluconate dehydrogenase activity	molecular_function	GO:0008875
54227	1781	mevaldate reductase activity	molecular_function	GO:0004495
54227	1737	isocitrate dehydrogenase activity	molecular_function	GO:0004448
54227	243	3-keto sterol reductase activity	molecular_function	GO:0000253
54227	242	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
54239	2639	copper ion binding	molecular_function	GO:0005507
54239	5106	laccase activity	molecular_function	GO:0008471
54256	1055	nucleic acid binding	molecular_function	GO:0003676
54260	10820	heme binding	molecular_function	GO:0020037
54330	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
54330	3437	chromatin silencing	biological_process	GO:0006342
54330	2796	chromatin silencing complex	cellular_component	GO:0005677
54330	1056	DNA binding	molecular_function	GO:0003677
54330	1295	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	molecular_function	GO:0003956
54335	1606	exo-alpha-sialidase activity	molecular_function	GO:0004308
54349	3489	mRNA processing	biological_process	GO:0006397
54349	2850	small nucleolar ribonucleoprotein complex	cellular_component	GO:0005732
54349	2757	nucleus	cellular_component	GO:0005634
54349	11325	ribonucleoprotein complex	cellular_component	GO:0030529
54365	7826	membrane	cellular_component	GO:0016020
54365	3929	amino acid transport	biological_process	GO:0006865
54365	2494	amino acid-polyamine transporter activity	molecular_function	GO:0005279
54372	2653	ATP binding	molecular_function	GO:0005524
54372	8614	ATPase activity	molecular_function	GO:0016887
54372	8516	hydrolase activity	molecular_function	GO:0016787
54393	8235	oxidoreductase activity	molecular_function	GO:0016491
54395	2131	signal transducer activity	molecular_function	GO:0004871
54395	4286	intracellular signaling cascade	biological_process	GO:0007242
54419	3488	RNA processing	biological_process	GO:0006396
54419	1811	ribonuclease III activity	molecular_function	GO:0004525
54419	1096	RNA binding	molecular_function	GO:0003723
54419	2746	intracellular	cellular_component	GO:0005622
54419	1098	double-stranded RNA binding	molecular_function	GO:0003725
54427	3551	protein amino acid phosphorylation	biological_process	GO:0006468
54427	2653	ATP binding	molecular_function	GO:0005524
54427	1939	protein kinase activity	molecular_function	GO:0004672
54437	4913	zinc ion binding	molecular_function	GO:0008270
54437	3444	transcription	biological_process	GO:0006350
54437	2757	nucleus	cellular_component	GO:0005634
54437	1056	DNA binding	molecular_function	GO:0003677
54441	3592	ubiquitin cycle	biological_process	GO:0006512
54441	3547	protein modification	biological_process	GO:0006464
54441	2746	intracellular	cellular_component	GO:0005622
54441	2103	ubiquitin-protein ligase activity	molecular_function	GO:0004842
54448	5230	hypusine biosynthesis from peptidyl-lysine	biological_process	GO:0008612
54448	18478	spermidine catabolism to deoxyhypusine, using deoxyhypusine synthase	biological_process	GO:0050983
54448	1499	deoxyhypusine synthase activity	molecular_function	GO:0004171
54450	3489	mRNA processing	biological_process	GO:0006397
54450	3464	mRNA capping	biological_process	GO:0006370
54450	1770	mRNA guanylyltransferase activity	molecular_function	GO:0004484
54454	1598	proteasome endopeptidase activity	molecular_function	GO:0004299
54454	1597	threonine endopeptidase activity	molecular_function	GO:0004298
54461	8235	oxidoreductase activity	molecular_function	GO:0016491
54461	4804	metabolism	biological_process	GO:0008152
54461	7827	integral to membrane	cellular_component	GO:0016021
54461	3879	transport	biological_process	GO:0006810
54461	2450	transporter activity	molecular_function	GO:0005215
54471	1636	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
54502	4913	zinc ion binding	molecular_function	GO:0008270
54502	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
54502	2757	nucleus	cellular_component	GO:0005634
54502	1076	transcription factor activity	molecular_function	GO:0003700
54508	3846	Mo-molybdopterin cofactor biosynthesis	biological_process	GO:0006777
54511	2644	protein binding	molecular_function	GO:0005515
54514	3588	proteolysis and peptidolysis	biological_process	GO:0006508
54514	1525	cysteine-type endopeptidase activity	molecular_function	GO:0004197
54521	2680	molecular function unknown	molecular_function	GO:0005554
54521	2653	ATP binding	molecular_function	GO:0005524
54525	8235	oxidoreductase activity	molecular_function	GO:0016491
54525	4804	metabolism	biological_process	GO:0008152
54525	3652	valine metabolism	biological_process	GO:0006573
54525	1777	methylmalonate-semialdehyde dehydrogenase (acylating) activity	molecular_function	GO:0004491
54541	18771	chromosome organization and biogenesis	biological_process	GO:0051276
54541	2812	chromosome	cellular_component	GO:0005694
54541	2653	ATP binding	molecular_function	GO:0005524
54541	8614	ATPase activity	molecular_function	GO:0016887
54541	2644	protein binding	molecular_function	GO:0005515
54550	8235	oxidoreductase activity	molecular_function	GO:0016491
54550	4804	metabolism	biological_process	GO:0008152
54550	1614	3-oxoacyl-[acyl-carrier protein] reductase activity	molecular_function	GO:0004316
54554	5660	biosynthesis	biological_process	GO:0009058
54554	1274	GTP cyclohydrolase I activity	molecular_function	GO:0003934
54564	3641	proline catabolism	biological_process	GO:0006562
54564	3616	glutamate biosynthesis	biological_process	GO:0006537
54564	1926	proline dehydrogenase activity	molecular_function	GO:0004657
54564	9949	hydroxy-nicotine oxidase activity	molecular_function	GO:0019116
54564	8385	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor	molecular_function	GO:0016647
54564	1482	dihydropterin oxidase activity	molecular_function	GO:0004154
54567	4913	zinc ion binding	molecular_function	GO:0008270
54567	3444	transcription	biological_process	GO:0006350
54567	2757	nucleus	cellular_component	GO:0005634
54567	1056	DNA binding	molecular_function	GO:0003677
54567	1693	histone acetyltransferase activity	molecular_function	GO:0004402
54583	4913	zinc ion binding	molecular_function	GO:0008270
54583	4883	metallopeptidase activity	molecular_function	GO:0008237
54583	3588	proteolysis and peptidolysis	biological_process	GO:0006508
54598	3433	chromatin remodeling	biological_process	GO:0006338
54598	219	nuclear chromosome	cellular_component	GO:0000228
54632	7827	integral to membrane	cellular_component	GO:0016021
54632	3879	transport	biological_process	GO:0006810
54632	2450	transporter activity	molecular_function	GO:0005215
54667	4804	metabolism	biological_process	GO:0008152
54667	1170	catalytic activity	molecular_function	GO:0003824
54667	8004	4-coumarate-CoA ligase activity	molecular_function	GO:0016207
54670	3433	chromatin remodeling	biological_process	GO:0006338
54670	219	nuclear chromosome	cellular_component	GO:0000228
54683	7827	integral to membrane	cellular_component	GO:0016021
54683	4231	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
54683	680	rhodopsin-like receptor activity	molecular_function	GO:0001584
54683	4850	steroid metabolism	biological_process	GO:0008202
54694	8235	oxidoreductase activity	molecular_function	GO:0016491
54694	17232	3-ketoglucose-reductase activity	molecular_function	GO:0048258
54694	9307	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
54694	9306	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
54694	9305	epoxide dehydrogenase activity	molecular_function	GO:0018451
54694	8354	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
54694	8021	steroid dehydrogenase activity	molecular_function	GO:0016229
54694	5482	gluconate dehydrogenase activity	molecular_function	GO:0008875
54694	1781	mevaldate reductase activity	molecular_function	GO:0004495
54694	1737	isocitrate dehydrogenase activity	molecular_function	GO:0004448
54694	243	3-keto sterol reductase activity	molecular_function	GO:0000253
54694	242	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
54703	2700	extracellular region	cellular_component	GO:0005576
54703	2424	neurohypophyseal hormone activity	molecular_function	GO:0005185
54703	4913	zinc ion binding	molecular_function	GO:0008270
54703	2757	nucleus	cellular_component	GO:0005634
54703	1055	nucleic acid binding	molecular_function	GO:0003676
54709	2757	nucleus	cellular_component	GO:0005634
54709	2680	molecular function unknown	molecular_function	GO:0005554
54710	2653	ATP binding	molecular_function	GO:0005524
54710	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
54710	1056	DNA binding	molecular_function	GO:0003677
54710	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
54710	157	nucleotide binding	molecular_function	GO:0000166
54723	8708	cell wall catabolism	biological_process	GO:0016998
54736	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
54736	2653	ATP binding	molecular_function	GO:0005524
54736	1055	nucleic acid binding	molecular_function	GO:0003676
54736	1683	helicase activity	molecular_function	GO:0004386
54781	3506	translational termination	biological_process	GO:0006415
54781	1110	translation release factor activity	molecular_function	GO:0003747
54789	8235	oxidoreductase activity	molecular_function	GO:0016491
54789	4804	metabolism	biological_process	GO:0008152
54789	5294	2-deoxy-D-gluconate 3-dehydrogenase activity	molecular_function	GO:0008678
54809	7827	integral to membrane	cellular_component	GO:0016021
54809	7205	anion exchanger activity	molecular_function	GO:0015380
54809	3888	anion transport	biological_process	GO:0006820
54846	13182	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
54846	7827	integral to membrane	cellular_component	GO:0016021
54846	3879	transport	biological_process	GO:0006810
54846	2653	ATP binding	molecular_function	GO:0005524
54846	8614	ATPase activity	molecular_function	GO:0016887
54846	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
54846	157	nucleotide binding	molecular_function	GO:0000166
54865	7826	membrane	cellular_component	GO:0016020
54865	3929	amino acid transport	biological_process	GO:0006865
54865	2494	amino acid-polyamine transporter activity	molecular_function	GO:0005279
54865	3879	transport	biological_process	GO:0006810
54868	8306	protein ubiquitination	biological_process	GO:0016567
54868	4913	zinc ion binding	molecular_function	GO:0008270
54868	2103	ubiquitin-protein ligase activity	molecular_function	GO:0004842
54868	143	ubiquitin ligase complex	cellular_component	GO:0000151
54870	4804	metabolism	biological_process	GO:0008152
54870	1170	catalytic activity	molecular_function	GO:0003824
54870	17715	propionate-CoA ligase activity	molecular_function	GO:0050218
54886	1661	glutathione transferase activity	molecular_function	GO:0004364
54954	13182	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
54954	7827	integral to membrane	cellular_component	GO:0016021
54954	3879	transport	biological_process	GO:0006810
54954	2653	ATP binding	molecular_function	GO:0005524
54954	8614	ATPase activity	molecular_function	GO:0016887
54954	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
54954	157	nucleotide binding	molecular_function	GO:0000166
54956	5367	S-adenosylmethionine-dependent methyltransferase activity	molecular_function	GO:0008757
54956	4822	N-methyltransferase activity	molecular_function	GO:0008170
54956	3403	DNA methylation	biological_process	GO:0006306
54956	1056	DNA binding	molecular_function	GO:0003677
54962	7826	membrane	cellular_component	GO:0016020
54972	7827	integral to membrane	cellular_component	GO:0016021
54972	3879	transport	biological_process	GO:0006810
54972	2450	transporter activity	molecular_function	GO:0005215
54991	8235	oxidoreductase activity	molecular_function	GO:0016491
54991	4804	metabolism	biological_process	GO:0008152
54991	14714	ketoreductase activity	molecular_function	GO:0045703
54991	13026	versicolorin reductase activity	molecular_function	GO:0042469
54991	9304	myrtenol dehydrogenase activity	molecular_function	GO:0018450
54991	9303	1-phenylethanol dehydrogenase activity	molecular_function	GO:0018449
54991	9302	hydroxymethylmethylsilanediol oxidase activity	molecular_function	GO:0018448
54991	9301	chloral hydrate dehydrogenase activity	molecular_function	GO:0018447
54991	9300	pinocarveol dehydrogenase activity	molecular_function	GO:0018446
54991	8352	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
54991	5340	alkanesulfonate monooxygenase activity	molecular_function	GO:0008726
54991	5322	glucose dehydrogenase activity	molecular_function	GO:0008708
54997	3218	electron transport	biological_process	GO:0006118
54999	7827	integral to membrane	cellular_component	GO:0016021
54999	3879	transport	biological_process	GO:0006810
54999	2450	transporter activity	molecular_function	GO:0005215
55005	15915	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
55005	15914	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
55005	15530	glucosyltransferase activity	molecular_function	GO:0046527
55005	12846	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
55005	12844	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
55005	10017	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
55005	9945	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
55005	9565	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
55005	9564	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
55005	9563	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
55005	9562	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
55005	8489	cellulose synthase activity	molecular_function	GO:0016759
55005	8488	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
55005	8045	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
55005	5527	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
55005	5055	fucosyltransferase activity	molecular_function	GO:0008417
55005	5017	galactosyltransferase activity	molecular_function	GO:0008378
55005	5015	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
55005	5014	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
55005	1855	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
55005	1849	oligosaccharyl transferase activity	molecular_function	GO:0004576
55005	1673	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
55005	1317	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
55005	37	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
55005	34	mannosyltransferase activity	molecular_function	GO:0000030
55005	31	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
55005	14	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
55049	3551	protein amino acid phosphorylation	biological_process	GO:0006468
55049	2653	ATP binding	molecular_function	GO:0005524
55049	1939	protein kinase activity	molecular_function	GO:0004672
55049	1979	protein-tyrosine kinase activity	molecular_function	GO:0004713
55049	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
55055	3634	methionine metabolism	biological_process	GO:0006555
55055	1775	methylenetetrahydrofolate reductase (NADPH) activity	molecular_function	GO:0004489
55060	4072	microtubule-based movement	biological_process	GO:0007018
55060	2982	microtubule associated complex	cellular_component	GO:0005875
55060	2653	ATP binding	molecular_function	GO:0005524
55060	1124	microtubule motor activity	molecular_function	GO:0003777
55060	5200	plus-end-directed microtubule motor activity	molecular_function	GO:0008574
55062	7827	integral to membrane	cellular_component	GO:0016021
55077	7826	membrane	cellular_component	GO:0016020
55077	5260	carbohydrate transport	biological_process	GO:0008643
55077	2553	sugar porter activity	molecular_function	GO:0005351
55077	7827	integral to membrane	cellular_component	GO:0016021
55077	3879	transport	biological_process	GO:0006810
55077	2450	transporter activity	molecular_function	GO:0005215
55077	5345	L-arabinose isomerase activity	molecular_function	GO:0008733
55088	8389	oxidoreductase activity, acting on NADH or NADPH	molecular_function	GO:0016651
55088	3218	electron transport	biological_process	GO:0006118
55099	8508	nucleotidyltransferase activity	molecular_function	GO:0016779
55099	3488	RNA processing	biological_process	GO:0006396
55099	1096	RNA binding	molecular_function	GO:0003723
55105	4913	zinc ion binding	molecular_function	GO:0008270
55105	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
55105	2757	nucleus	cellular_component	GO:0005634
55105	1076	transcription factor activity	molecular_function	GO:0003700
55105	3444	transcription	biological_process	GO:0006350
55105	1056	DNA binding	molecular_function	GO:0003677
55114	8516	hydrolase activity	molecular_function	GO:0016787
55114	1679	guanosine-diphosphatase activity	molecular_function	GO:0004382
55123	8235	oxidoreductase activity	molecular_function	GO:0016491
55123	3605	arginine biosynthesis	biological_process	GO:0006526
55123	1327	acetylglutamate kinase activity	molecular_function	GO:0003991
55123	1373	amino-acid N-acetyltransferase activity	molecular_function	GO:0004042
55125	3362	DNA topological change	biological_process	GO:0006265
55125	3358	DNA metabolism	biological_process	GO:0006259
55125	2653	ATP binding	molecular_function	GO:0005524
55125	1258	DNA topoisomerase (ATP-hydrolyzing) activity	molecular_function	GO:0003918
55125	1056	DNA binding	molecular_function	GO:0003677
55125	2757	nucleus	cellular_component	GO:0005634
55161	3218	electron transport	biological_process	GO:0006118
55161	1747	D-lactate dehydrogenase (cytochrome) activity	molecular_function	GO:0004458
55179	8235	oxidoreductase activity	molecular_function	GO:0016491
55179	4804	metabolism	biological_process	GO:0008152
55179	3606	arginine catabolism	biological_process	GO:0006527
